id,label,effectiveTime,active,moduleId,definitionStatusId,observable_entity
224524004,Number of dependants in household (observable entity),20020131,1,900000000000207008,900000000000074008,True
224525003,Number in household (observable entity),20020131,1,900000000000207008,900000000000074008,True
224514007,Caregiver transport (observable entity),20020131,1,900000000000207008,900000000000074008,True
224497001,Proximity of informal caregiver (observable entity),20020131,1,900000000000207008,900000000000074008,True
224502004,Number of informal caregivers (observable entity),20020131,1,900000000000207008,900000000000074008,True
224503009,Quality of informal care (observable entity),20020131,1,900000000000207008,900000000000074008,True
224507005,Neighborhood care support (observable entity),20020131,1,900000000000207008,900000000000074008,True
224511004,Support for informal caregiver (observable entity),20020131,1,900000000000207008,900000000000074008,True
225597007,Ability to interact with others (observable entity),20020131,1,900000000000207008,900000000000074008,True
225598002,Interaction with others (observable entity),20020131,1,900000000000207008,900000000000074008,True
225567004,Appearance of cornea (observable entity),20020131,1,900000000000207008,900000000000074008,True
225568009,General appearance of eye (observable entity),20020131,1,900000000000207008,900000000000074008,True
225487001,Self-confidence (observable entity),20020131,1,900000000000207008,900000000000074008,True
225490007,Use of 'I' statements (observable entity),20020131,1,900000000000207008,900000000000074008,True
225464009,Attitude (observable entity),20020131,1,900000000000207008,900000000000074008,True
225467002,Volition (observable entity),20020131,1,900000000000207008,900000000000074008,True
225510008,Self-image (observable entity),20020131,1,900000000000207008,900000000000074008,True
225517006,Sexual partners (observable entity),20020131,1,900000000000207008,900000000000074008,True
225781004,Pain tolerance level (observable entity),20020131,1,900000000000207008,900000000000074008,True
225847002,Ability to talk about problems (observable entity),20020131,1,900000000000207008,900000000000074008,True
225810002,Vulnerability to exploitation (observable entity),20020131,1,900000000000207008,900000000000074008,True
224324000,Number of pupils in class (observable entity),20020131,1,900000000000207008,900000000000074008,True
225044005,General immune status (observable entity),20020131,1,900000000000207008,900000000000074008,True
224323006,Number of pupils in school (observable entity),20020131,1,900000000000207008,900000000000074008,True
225850004,Awareness of rules and boundaries (observable entity),20020131,1,900000000000207008,900000000000074008,True
224093006,Details of family (observable entity),20020131,1,900000000000207008,900000000000074008,True
224095004,Number of siblings (observable entity),20020131,1,900000000000207008,900000000000074008,True
224096003,Number of brothers (observable entity),20020131,1,900000000000207008,900000000000074008,True
224097007,Number of sisters (observable entity),20020131,1,900000000000207008,900000000000074008,True
224099005,Type of upbringing (observable entity),20020131,1,900000000000207008,900000000000074008,True
224098002,Place in family order (observable entity),20020131,1,900000000000207008,900000000000074008,True
224086007,Details of relatives (observable entity),20020131,1,900000000000207008,900000000000074008,True
224085006,Family details / household composition (observable entity),20020131,1,900000000000207008,900000000000074008,True
224084005,Number of previous marriages (observable entity),20020131,1,900000000000207008,900000000000074008,True
224075005,Mother tongue (observable entity),20020131,1,900000000000207008,900000000000074008,True
224076006,First language (observable entity),20020131,1,900000000000207008,900000000000074008,True
224077002,Second language (observable entity),20020131,1,900000000000207008,900000000000074008,True
224083004,Marital or partnership status (observable entity),20020131,1,900000000000207008,900000000000074008,True
224130005,Household composition (observable entity),20020131,1,900000000000207008,900000000000074008,True
224111005,Details of parents (observable entity),20020131,1,900000000000207008,900000000000074008,True
224112003,Age of parents (observable entity),20020131,1,900000000000207008,900000000000074008,True
224117009,Details of own children (observable entity),20020131,1,900000000000207008,900000000000074008,True
224118004,Number of offspring (observable entity),20020131,1,900000000000207008,900000000000074008,True
224119007,Age spread of children in family (observable entity),20020131,1,900000000000207008,900000000000074008,True
224150009,Pet ownership (observable entity),20020131,1,900000000000207008,900000000000074008,True
224261007,State of repair of house (observable entity),20020131,1,900000000000207008,900000000000074008,True
224263005,Adequacy of living space (observable entity),20020131,1,900000000000207008,900000000000074008,True
224265003,Personalization of home (observable entity),20020131,1,900000000000207008,900000000000074008,True
224268001,Cleanliness of home (observable entity),20020131,1,900000000000207008,900000000000074008,True
224272002,Tidiness of home (observable entity),20020131,1,900000000000207008,900000000000074008,True
224275000,Decoration of home (observable entity),20020131,1,900000000000207008,900000000000074008,True
224238005,Status of waiting list for accommodation (observable entity),20020131,1,900000000000207008,900000000000074008,True
224242008,Presence of communal areas in accommodation (observable entity),20020131,1,900000000000207008,900000000000074008,True
224245005,Opportunity for privacy in accommodation (observable entity),20020131,1,900000000000207008,900000000000074008,True
224249004,Characteristics of home environment (observable entity),20020131,1,900000000000207008,900000000000074008,True
224278003,Domestic facilities (observable entity),20020131,1,900000000000207008,900000000000074008,True
224303005,Education currently received (observable entity),20020131,1,900000000000207008,900000000000074008,True
224312007,Number of changes of school (observable entity),20020131,1,900000000000207008,900000000000074008,True
224314008,Degree of integration into mainstream education (observable entity),20020131,1,900000000000207008,900000000000074008,True
224279006,Details of telephone in the home (observable entity),20020131,1,900000000000207008,900000000000074008,True
224285004,Education and schooling detail (observable entity),20020131,1,900000000000207008,900000000000074008,True
224286003,Age at starting school (observable entity),20020131,1,900000000000207008,900000000000074008,True
224287007,Age at leaving school (observable entity),20020131,1,900000000000207008,900000000000074008,True
224288002,Duration of formal education (observable entity),20020131,1,900000000000207008,900000000000074008,True
224289005,Degree of interruption to education (observable entity),20020131,1,900000000000207008,900000000000074008,True
224293004,Education received in the past (observable entity),20020131,1,900000000000207008,900000000000074008,True
224235008,Eligibility for accommodation (observable entity),20020131,1,900000000000207008,900000000000074008,True
224178005,Frequency of payment of income (observable entity),20020131,1,900000000000207008,900000000000074008,True
224185009,Pattern of income (observable entity),20020131,1,900000000000207008,900000000000074008,True
224189003,Sufficiency of income for needs (observable entity),20020131,1,900000000000207008,900000000000074008,True
224173001,Individual income (observable entity),20020131,1,900000000000207008,900000000000074008,True
224153006,Local environment and neighborhood details (observable entity),20020131,1,900000000000207008,900000000000074008,True
224154000,Relationship with neighbors (observable entity),20020131,1,900000000000207008,900000000000074008,True
224155004,Details of local facilities and amenities (observable entity),20020131,1,900000000000207008,900000000000074008,True
224156003,State of public utilities and amenities (observable entity),20020131,1,900000000000207008,900000000000074008,True
224164009,Financial circumstances (observable entity),20020131,1,900000000000207008,900000000000074008,True
224167002,Income details (observable entity),20020131,1,900000000000207008,900000000000074008,True
224168007,Household income (observable entity),20020131,1,900000000000207008,900000000000074008,True
224192004,Benefit status (observable entity),20020131,1,900000000000207008,900000000000074008,True
224230003,Temporary shelter arrangements (observable entity),20020131,1,900000000000207008,900000000000074008,True
224193009,Entitlement to benefit status (observable entity),20020131,1,900000000000207008,900000000000074008,True
224200006,Management of financial affairs (observable entity),20020131,1,900000000000207008,900000000000074008,True
224203008,Use of banks and building societies (observable entity),20020131,1,900000000000207008,900000000000074008,True
224209007,Residence and accommodation circumstances (observable entity),20020131,1,900000000000207008,900000000000074008,True
224210002,Housing ownership and tenure (observable entity),20020131,1,900000000000207008,900000000000074008,True
228134009,School attendance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228130000,Access to child (observable entity),20020131,1,900000000000207008,900000000000074008,True
228127007,Wardship (observable entity),20020131,1,900000000000207008,900000000000074008,True
228844008,Wedge filter angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228845009,Brachytherapy treatment parameters (observable entity),20020131,1,900000000000207008,900000000000074008,True
228846005,Brachytherapy radiation source strength (observable entity),20020131,1,900000000000207008,900000000000074008,True
228847001,Number of radioactive sources (observable entity),20020131,1,900000000000207008,900000000000074008,True
228848006,Brachytherapy radiation dose rate (observable entity),20020131,1,900000000000207008,900000000000074008,True
228849003,Brachytherapy radiation dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228850003,Total reference air kerma (observable entity),20020131,1,900000000000207008,900000000000074008,True
228851004,Reference point dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228852006,Nominal uterine body dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228853001,Radiation treating distance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228854007,Radionuclide therapy parameters (observable entity),20020131,1,900000000000207008,900000000000074008,True
228855008,Radionuclide source activity (observable entity),20020131,1,900000000000207008,900000000000074008,True
228856009,Radionuclide dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228857000,Radionuclide uptake (observable entity),20020131,1,900000000000207008,900000000000074008,True
228858005,Pre-treatment uptake (observable entity),20020131,1,900000000000207008,900000000000074008,True
228859002,Radiation therapy observable (observable entity),20020131,1,900000000000207008,900000000000074008,True
228860007,Nominal standard dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228843002,Thickness of surface bolus (observable entity),20020131,1,900000000000207008,900000000000074008,True
228861006,Number of radiotherapy applications (observable entity),20020131,1,900000000000207008,900000000000074008,True
228842007,Thickness of cutout (observable entity),20020131,1,900000000000207008,900000000000074008,True
228840004,Radiotherapy beam modifier dimensions (observable entity),20020131,1,900000000000207008,900000000000074008,True
228823008,Reduced focus skin distance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228824002,Source axis distance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228825001,External beam radiation therapy pin height (observable entity),20020131,1,900000000000207008,900000000000074008,True
228826000,External beam radiation therapy height above couch (observable entity),20020131,1,900000000000207008,900000000000074008,True
228827009,Isocenter couch distance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228828004,External beam radiation therapy setup angles (observable entity),20020131,1,900000000000207008,900000000000074008,True
228829007,Gantry angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228830002,Tilt angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228831003,Tangential angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228832005,Couch angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228833000,Jaw angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228834006,Beam angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228835007,Wedge angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228836008,Hinge angle (observable entity),20020131,1,900000000000207008,900000000000074008,True
228837004,Rotation external beam radiation therapy parameters (observable entity),20020131,1,900000000000207008,900000000000074008,True
228838009,Number of arcs (observable entity),20020131,1,900000000000207008,900000000000074008,True
228839001,Number of centers (observable entity),20020131,1,900000000000207008,900000000000074008,True
228841000,Thickness of block (observable entity),20020131,1,900000000000207008,900000000000074008,True
228822003,Extended focus skin distance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228862004,Number of fractions (observable entity),20020131,1,900000000000207008,900000000000074008,True
228863009,Number of exposures (observable entity),20020131,1,900000000000207008,900000000000074008,True
228865002,Brachytherapy source activity (observable entity),20020131,1,900000000000207008,900000000000074008,True
228867005,High dose rate brachytherapy (observable entity),20020131,1,900000000000207008,900000000000074008,True
228868000,Low dose rate brachytherapy (observable entity),20020131,1,900000000000207008,900000000000074008,True
228821005,Standard focus skin distance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228819000,External beam radiation therapy setup distances (observable entity),20020131,1,900000000000207008,900000000000074008,True
228820006,Source skin distance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228779000,Radiotherapy parameter (observable entity),20020131,1,900000000000207008,900000000000074008,True
228802002,Length of external beam radiation therapy beam (observable entity),20020131,1,900000000000207008,900000000000074008,True
228803007,External beam radiation therapy dose parameters (observable entity),20020131,1,900000000000207008,900000000000074008,True
228804001,External beam radiation therapy radiation dose specification (observable entity),20020131,1,900000000000207008,900000000000074008,True
228805000,Maximum radiation target dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228807008,Minimum radiation target dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228808003,Modal radiation target dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228809006,Mean radiation target dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228810001,Maximum radiation tissue dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228811002,Target radiation absorbed dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228812009,Critical radiation tissue dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228813004,Intersection radiation dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228814005,Mid-plane radiation dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228815006,Incident radiation dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228816007,Percentage depth dose (observable entity),20020131,1,900000000000207008,900000000000074008,True
228817003,External beam radiation therapy monitor units (observable entity),20020131,1,900000000000207008,900000000000074008,True
228818008,External beam radiation therapy setup parameters (observable entity),20020131,1,900000000000207008,900000000000074008,True
228801009,Width of external beam radiation therapy beam (observable entity),20020131,1,900000000000207008,900000000000074008,True
228800005,Depth of external beam radiation therapy beam (observable entity),20020131,1,900000000000207008,900000000000074008,True
228798003,Diameter of irradiated volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
228780002,External beam radiation therapy treatment parameters (observable entity),20020131,1,900000000000207008,900000000000074008,True
228781003,External beam radiation therapy beam energy (observable entity),20020131,1,900000000000207008,900000000000074008,True
228782005,Radiation half-value thickness (observable entity),20020131,1,900000000000207008,900000000000074008,True
228784006,External beam radiation therapy dose rate (observable entity),20020131,1,900000000000207008,900000000000074008,True
228788009,Field separation (observable entity),20020131,1,900000000000207008,900000000000074008,True
228789001,External beam radiation therapy volume parameters (observable entity),20020131,1,900000000000207008,900000000000074008,True
228790005,Irradiated volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
228791009,Gross tumor volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
228792002,Clinical target volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
228793007,Planning target volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
228794001,Irradiated volume dimensions (observable entity),20020131,1,900000000000207008,900000000000074008,True
228795000,Depth of irradiated volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
228796004,Width of irradiated volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
228797008,Length of irradiated volume (observable entity),20020131,1,900000000000207008,900000000000074008,True
228799006,External beam radiation therapy beam dimensions (observable entity),20020131,1,900000000000207008,900000000000074008,True
228272008,Health-related behavior (observable entity),20020131,1,900000000000207008,900000000000074008,True
228283004,Drinking environment (observable entity),20020131,1,900000000000207008,900000000000074008,True
228282009,Drinking habits (observable entity),20020131,1,900000000000207008,900000000000074008,True
228328008,Age at starting drinking (observable entity),20020131,1,900000000000207008,900000000000074008,True
228329000,Time since stopped drinking (observable entity),20020131,1,900000000000207008,900000000000074008,True
228330005,Total time drunk alcohol (observable entity),20020131,1,900000000000207008,900000000000074008,True
228331009,Priority of drink-related activities (observable entity),20020131,1,900000000000207008,900000000000074008,True
228296003,Company when drinking (observable entity),20020131,1,900000000000207008,900000000000074008,True
228308009,Pattern of drinking (observable entity),20020131,1,900000000000207008,900000000000074008,True
228309001,Pattern of drinking through day (observable entity),20020131,1,900000000000207008,900000000000074008,True
228311005,Pattern of alcohol consumption through week (observable entity),20020131,1,900000000000207008,900000000000074008,True
228163007,Receipt of benefit status (observable entity),20020131,1,900000000000207008,900000000000074008,True
228338003,Ability to control drinking (observable entity),20020131,1,900000000000207008,900000000000074008,True
228466005,Commitment to sexual relationship (observable entity),20020131,1,900000000000207008,900000000000074008,True
228470002,Orientation of sexual relationship (observable entity),20020131,1,900000000000207008,900000000000074008,True
228473000,Duration of sexual relationship (observable entity),20020131,1,900000000000207008,900000000000074008,True
228476008,Use of protection for sex (observable entity),20020131,1,900000000000207008,900000000000074008,True
228465009,Sexual relationship details (observable entity),20020131,1,900000000000207008,900000000000074008,True
228464008,Number of sexual partners in past 5 years (observable entity),20020131,1,900000000000207008,900000000000074008,True
228462007,Total number of sexual partners ever (observable entity),20020131,1,900000000000207008,900000000000074008,True
228449008,Frequency of exercise (observable entity),20020131,1,900000000000207008,900000000000074008,True
228450008,Time spent exercising (observable entity),20020131,1,900000000000207008,900000000000074008,True
228454004,Frequency of sex (observable entity),20020131,1,900000000000207008,900000000000074008,True
228455003,Time since stopped being sexually active (observable entity),20020131,1,900000000000207008,900000000000074008,True
228456002,Age became sexually active (observable entity),20020131,1,900000000000207008,900000000000074008,True
228457006,Total time sexually active (observable entity),20020131,1,900000000000207008,900000000000074008,True
228458001,Number of sexual partners (observable entity),20020131,1,900000000000207008,900000000000074008,True
228459009,Number of current sexual partners (observable entity),20020131,1,900000000000207008,900000000000074008,True
228463002,Number of sexual partners in past year (observable entity),20020131,1,900000000000207008,900000000000074008,True
228489002,Snuff use (observable entity),20020131,1,900000000000207008,900000000000074008,True
228519008,Frequency of chewing tobacco (observable entity),20020131,1,900000000000207008,900000000000074008,True
228520002,Time since stopped chewing tobacco (observable entity),20020131,1,900000000000207008,900000000000074008,True
228521003,Total time chewed tobacco (observable entity),20020131,1,900000000000207008,900000000000074008,True
228522005,Age at starting chewing tobacco (observable entity),20020131,1,900000000000207008,900000000000074008,True
228510007,Chewed tobacco consumption (observable entity),20020131,1,900000000000207008,900000000000074008,True
228508005,Age at starting moist tobacco use (observable entity),20020131,1,900000000000207008,900000000000074008,True
228490006,Snuff consumption (observable entity),20020131,1,900000000000207008,900000000000074008,True
228495001,Frequency of snuff use (observable entity),20020131,1,900000000000207008,900000000000074008,True
228496000,Time since stopped snuff use (observable entity),20020131,1,900000000000207008,900000000000074008,True
228497009,Total time snuff used (observable entity),20020131,1,900000000000207008,900000000000074008,True
228498004,Age at starting snuff use (observable entity),20020131,1,900000000000207008,900000000000074008,True
228500003,Moist tobacco consumption (observable entity),20020131,1,900000000000207008,900000000000074008,True
228505008,Frequency of moist tobacco use (observable entity),20020131,1,900000000000207008,900000000000074008,True
228506009,Time since stopped using moist tobacco (observable entity),20020131,1,900000000000207008,900000000000074008,True
228507000,Total time moist tobacco used (observable entity),20020131,1,900000000000207008,900000000000074008,True
228360000,Attitude to drinking (observable entity),20020131,1,900000000000207008,900000000000074008,True
228345003,Use of stratagems to control drinking (observable entity),20020131,1,900000000000207008,900000000000074008,True
228349009,Tolerance to alcohol (observable entity),20020131,1,900000000000207008,900000000000074008,True
228421001,Time devoted to drug-related activities (observable entity),20020131,1,900000000000207008,900000000000074008,True
228422008,Time spent obtaining drugs (observable entity),20020131,1,900000000000207008,900000000000074008,True
228423003,Time spent taking drugs (observable entity),20020131,1,900000000000207008,900000000000074008,True
228424009,Time spent recovering from drugs (observable entity),20020131,1,900000000000207008,900000000000074008,True
228425005,Routine of drug-related activities (observable entity),20020131,1,900000000000207008,900000000000074008,True
228429004,Drug-related rituals (observable entity),20020131,1,900000000000207008,900000000000074008,True
228432001,Drug tolerance (observable entity),20020131,1,900000000000207008,900000000000074008,True
228413007,Age at starting drug misuse (observable entity),20020131,1,900000000000207008,900000000000074008,True
228390007,Frequency of drug misuse (observable entity),20020131,1,900000000000207008,900000000000074008,True
228391006,Drug injection behavior (observable entity),20020131,1,900000000000207008,900000000000074008,True
228394003,Drug injecting equipment hygiene (observable entity),20020131,1,900000000000207008,900000000000074008,True
228401002,Cleaning of drug injection equipment (observable entity),20020131,1,900000000000207008,900000000000074008,True
228411009,Time since stopped drug misuse (observable entity),20020131,1,900000000000207008,900000000000074008,True
228412002,Total time drugs misused (observable entity),20020131,1,900000000000207008,900000000000074008,True
228415000,Priority of drug-related activities (observable entity),20020131,1,900000000000207008,900000000000074008,True
225972001,Ability to maintain self-esteem (observable entity),20020131,1,900000000000207008,900000000000074008,True
225898008,Position of artificial lens (observable entity),20020131,1,900000000000207008,900000000000074008,True
225900005,Ability to control behavior (observable entity),20020131,1,900000000000207008,900000000000074008,True
225854008,Adherence to rules and boundaries (observable entity),20020131,1,900000000000207008,900000000000074008,True
225904001,Ability to prevent undesirable behavior (observable entity),20020131,1,900000000000207008,900000000000074008,True
225908003,Pain score (observable entity),20020131,1,900000000000207008,900000000000074008,True
225918008,Conversation content (observable entity),20020131,1,900000000000207008,900000000000074008,True
185975009,Hospital reference number (observable entity),20020131,1,900000000000207008,900000000000074008,True
185980000,Date records held from (observable entity),20020131,1,900000000000207008,900000000000074008,True
186034007,Ethnicity / related nationality data (observable entity),20020131,1,900000000000207008,900000000000074008,True
186063005,Power of attorney observable (observable entity),20020131,1,900000000000207008,900000000000074008,True
240258008,Limb length discrepancy (observable entity),20020131,1,900000000000207008,900000000000074008,True
243814003,Interpretation of findings (observable entity),20020131,1,900000000000207008,900000000000074008,True
229646000,Type of post-laryngectomy voice (observable entity),20020131,1,900000000000207008,900000000000074008,True
229024009,Behavior accompanying sex (observable entity),20020131,1,900000000000207008,900000000000074008,True
229226003,Wheelchair sport (qualifier value),20020131,1,900000000000207008,900000000000074008,True
229238007,Moving between two positions (observable entity),20020131,1,900000000000207008,900000000000074008,True
229257003,Active wrist movements (observable entity),20020131,1,900000000000207008,900000000000074008,True
229819007,Tobacco use and exposure (observable entity),20020131,1,900000000000207008,900000000000074008,True
229767007,Tripod grip (observable entity),20020131,1,900000000000207008,900000000000074008,True
128442000,Femoral artery pressure waveform (observable entity),20020131,1,900000000000207008,900000000000074008,True
128443005,Pulmonary arterial waveform (observable entity),20020131,1,900000000000207008,900000000000074008,True
128446002,Intra-arterial waveform (observable entity),20020131,1,900000000000207008,900000000000074008,True
128449009,Pulmonary artery wedge pressure waveform (observable entity),20020131,1,900000000000207008,900000000000074008,True
128452001,Pulmonary valve pullback pressure waveform (observable entity),20020131,1,900000000000207008,900000000000074008,True
129087001,Atrial effective refractory period (observable entity),20020131,1,900000000000207008,900000000000074008,True
129088006,Ventricular effective refractory period (observable entity),20020131,1,900000000000207008,900000000000074008,True
125680007,Marital status (observable entity),20020131,1,900000000000207008,900000000000074008,True
115598002,Consistency of specimen (observable entity),20020131,1,900000000000207008,900000000000074008,True
116335008,"Cartilage formation, function (observable entity)",20020131,1,900000000000207008,900000000000074008,True
170967006,Prognosis/outlook (observable entity),20020131,1,900000000000207008,900000000000074008,True
184140000,Caregiver details (observable entity),20020131,1,900000000000207008,900000000000074008,True
184142008,Patient's next of kin (observable entity),20020131,1,900000000000207008,900000000000074008,True
184149004,Key Holder (observable entity),20020131,1,900000000000207008,900000000000074008,True
184107009,Patient hospital number (observable entity),20020131,1,900000000000207008,900000000000074008,True
184106000,Patient distance from office (observable entity),20020131,1,900000000000207008,900000000000074008,True
184104002,Patient occupation (observable entity),20020131,1,900000000000207008,900000000000074008,True
184103008,Patient telephone number (observable entity),20020131,1,900000000000207008,900000000000074008,True
184102003,Patient postal code (observable entity),20020131,1,900000000000207008,900000000000074008,True
184095009,Patient forename (observable entity),20020131,1,900000000000207008,900000000000074008,True
184096005,Patient surname (observable entity),20020131,1,900000000000207008,900000000000074008,True
184097001,Patient address (observable entity),20020131,1,900000000000207008,900000000000074008,True
184098006,Patient title (observable entity),20020131,1,900000000000207008,900000000000074008,True
184099003,Date of birth (observable entity),20020131,1,900000000000207008,900000000000074008,True
184100006,Patient sex (observable entity),20020131,1,900000000000207008,900000000000074008,True
183797002,Duration of inpatient stay (observable entity),20020131,1,900000000000207008,900000000000074008,True
182129007,"Histiocyte chemotaxis, function (observable entity)",20020131,1,900000000000207008,900000000000074008,True
181166003,"Monocyte chemotaxis, function (observable entity)",20020131,1,900000000000207008,900000000000074008,True
135852002,"Independent housing, lives alone (observable entity)",20020131,1,900000000000207008,900000000000074008,True
160238001,Depth of history (observable entity),20020131,1,900000000000207008,900000000000074008,True
134374006,Hearing test bilateral abnormality (finding),20020131,1,900000000000207008,900000000000074008,True
134375007,Hearing test left abnormality (finding),20020131,1,900000000000207008,900000000000074008,True
134376008,Hearing test right abnormality (finding),20020131,1,900000000000207008,900000000000074008,True
135793001,Moving away (finding),20020131,1,900000000000207008,900000000000074008,True
134418002,Level of interest - normal (finding),20020131,1,900000000000207008,900000000000074008,True
134432000,Recorded/predicted peak expiratory flow rate ratio (observable entity),20020131,1,900000000000207008,900000000000074008,True
134204007,Platelet clumps (finding),20020131,1,900000000000207008,900000000000074008,True
134274008,Reads Punjabi (finding),20020131,1,900000000000207008,900000000000074008,True
134275009,Reads Portuguese (finding),20020131,1,900000000000207008,900000000000074008,True
134276005,Reads Polish (finding),20020131,1,900000000000207008,900000000000074008,True
134277001,Reads Hindi (finding),20020131,1,900000000000207008,900000000000074008,True
134278006,Reads French (finding),20020131,1,900000000000207008,900000000000074008,True
134280000,Reads English (finding),20020131,1,900000000000207008,900000000000074008,True
134281001,Reads Czech (finding),20020131,1,900000000000207008,900000000000074008,True
134282008,Reads Chinese (finding),20020131,1,900000000000207008,900000000000074008,True
134284009,Reads Cantonese (finding),20020131,1,900000000000207008,900000000000074008,True
134285005,Reads Bengali (finding),20020131,1,900000000000207008,900000000000074008,True
134286006,Reads Arabic (finding),20020131,1,900000000000207008,900000000000074008,True
134273002,Reads Russian (finding),20020131,1,900000000000207008,900000000000074008,True
134271000,Reads Somali (finding),20020131,1,900000000000207008,900000000000074008,True
134269000,Reads Tamil (finding),20020131,1,900000000000207008,900000000000074008,True
