id,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,label,SHORTNAME
100033-0,Axis IV: Utilization of the health care system score,Score,Pt,^Patient,Qn,Mainz Pain Staging System,SURVEY.PAIN,Axis IV: Utilization of the health care system score [Mainz Pain Staging System],
28079-2,Activities of daily living alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Activities of daily living alteration [CCC],
28080-0,Activity alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Activity alteration [CCC],
28081-8,Activity intolerance,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Activity intolerance [CCC],
28082-6,Activity intolerance risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Activity intolerance risk [CCC],
28083-4,Acute pain,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Acute pain [CCC],
28084-2,Adjustment impairment,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Adjustment impairment [CCC],
28085-9,Airway clearance impairment,Find,Pt,Respiratory system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Airway clearance impairment [CCC],
28086-7,Decisional conflict,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Decisional conflict [CCC],
28087-5,Defensive coping,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Defensive coping [CCC],
28088-3,Denial,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Denial [CCC],
28089-1,Diarrhea,Find,Pt,Gastrointestinal system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Diarrhea [CCC],
28090-9,Disabled family coping,Find,Pt,^Family,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Disabled family coping Family [CCC],
28091-7,Disuse syndrome,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Disuse syndrome [CCC],
28092-5,Diversional activity deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Diversional activity deficit [CCC],
28093-3,Dressing &or grooming deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Dressing/grooming deficit [CCC],
28094-1,Dying process,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Dying process [CCC],
28095-8,Dysfunctional grieving,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Dysfunctional grieving [CCC],
28096-6,Autonomic dysreflexia,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Autonomic dysreflexia [CCC],
28097-4,Endocrine alteration,Find,Pt,Endocrine system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Endocrine alteration [CCC],
28098-2,Family coping impairment,Find,Pt,^Family,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Family coping impairment Family [CCC],
28099-0,Family process alteration,Find,Pt,^Family,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Family process alteration Family [CCC],
28100-6,Fatigue,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Fatigue [CCC],
28101-4,Fear,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Fear [CCC],
28102-2,Fecal impaction,Find,Pt,Gastrointestinal system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Fecal impaction [CCC],
28103-0,Feeding deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Feeding deficit [CCC],
28104-8,Fluid volume alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Fluid volume alteration [CCC],
28105-5,Fluid volume deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Fluid volume deficit [CCC],
28106-3,Fluid volume deficit risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Fluid volume deficit risk [CCC],
28107-1,Fluid volume excess,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Fluid volume excess [CCC],
28108-9,Fluid volume excess risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Fluid volume excess risk [CCC],
28109-7,Functional urinary incontinence,Find,Pt,Genitourinary system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Functional urinary incontinence [CCC],
28110-5,Gas exchange impairment,Find,Pt,Respiratory system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Gas exchange impairment [CCC],
28111-3,Gastrointestinal alteration,Find,Pt,Gastrointestinal system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Gastrointestinal alteration [CCC],
28112-1,Grieving,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Grieving [CCC],
28113-9,Growth and development alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Growth and development alteration [CCC],
28114-7,Gustatory alteration,Find,Pt,Mouth,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Gustatory alteration [CCC],
28115-4,Health maintenance alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Health maintenance alteration [CCC],
28116-2,Health-seeking behavior alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Health-seeking behavior alteration [CCC],
28117-0,Home maintenance alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Home maintenance alteration [CCC],
28118-8,Hopelessness,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Hopelessness [CCC],
28119-6,Hypothermia,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Hypothermia [CCC],
28120-4,Hyperthermia,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Hyperthermia [CCC],
28121-2,Immunologic alteration,Find,Pt,Immune system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Immunologic alteration [CCC],
28122-0,Individual coping impairment,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Individual coping impairment [CCC],
28123-8,Infection risk,Find,Pt,Immune system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Infection risk [CCC],
28124-6,Infection,Find,Pt,Immune system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Infection [CCC],
28125-3,Injury risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Injury risk [CCC],
28126-1,Instrumental activity of daily living (IADLS) alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Instrumental activity of daily living (IADLS) alteration [CCC],
28127-9,Kinesthetic alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Kinesthetic alteration [CCC],
28128-7,Knowledge deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Knowledge deficit [CCC],
28129-5,Knowledge deficit of diagnostic test,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Knowledge deficit of diagnostic test [CCC],
28130-3,Knowledge deficit of dietary regimen,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Knowledge deficit of dietary regimen [CCC],
28131-1,Knowledge deficit of disease process,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Knowledge deficit of disease process [CCC],
28132-9,Knowledge deficit of fluid volume,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Knowledge deficit of fluid volume [CCC],
28133-7,Knowledge deficit of medication regimen,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Knowledge deficit of medication regimen [CCC],
28134-5,Anticipatory grieving,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Anticipatory grieving [CCC],
28135-2,Anxiety,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Anxiety [CCC],
28136-0,Aspiration risk,Find,Pt,Respiratory system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Aspiration risk [CCC],
28137-8,Auditory alteration,Find,Pt,Ear,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Auditory alteration [CCC],
28138-6,Bathing &or hygiene deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Bathing/hygiene deficit [CCC],
28139-4,Blood pressure alteration,Find,Pt,Cardiovascular system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Blood pressure alteration [CCC],
28140-2,Body image disturbance,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Body image disturbance [CCC],
28141-0,Body nutrition deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Body nutrition deficit [CCC],
28142-8,Body nutrition deficit risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Body nutrition deficit risk [CCC],
28143-6,Body nutrition excess,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Body nutrition excess [CCC],
28144-4,Body nutrition excess risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Body nutrition excess risk [CCC],
28145-1,Bowel elimination alteration,Find,Pt,Gastrointestinal system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Bowel elimination alteration [CCC],
28146-9,Bowel incontinence,Find,Pt,Gastrointestinal system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Bowel incontinence [CCC],
28147-7,Breastfeeding impairment,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Breastfeeding impairment [CCC],
28148-5,Breathing pattern impairment,Find,Pt,Respiratory system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Breathing pattern impairment [CCC],
28149-3,Cardiac output alteration,Find,Pt,Cardiovascular system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Cardiac output alteration [CCC],
28150-1,Cardiovascular alteration,Find,Pt,Cardiovascular system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Cardiovascular alteration [CCC],
28151-9,Cerebral alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Cerebral alteration [CCC],
28152-7,Chronic low self-esteem disturbance,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Chronic low self-esteem disturbance [CCC],
28153-5,Chronic pain,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Chronic pain [CCC],
28155-0,Comfort alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Comfort alteration [CCC],
28156-8,Communication impairment,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Communication impairment [CCC],
28158-4,May choose to self-deliver at the end,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,May choose to self-deliver at the end [Living with HIV],
28159-2,Meaningful life,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Meaningful life [Living with HIV],
28160-0,Medications are taking over my life,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Medications are taking over my life [Living with HIV],
28161-8,Need help letting go,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Need help letting go [Living with HIV],
28162-6,No energy to fight back,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,No energy to fight back [Living with HIV],
28163-4,Not enjoying life,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Not enjoying life [Living with HIV],
28164-2,Pain is hard to manage,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Pain is hard to manage [Living with HIV],
28165-9,So many things yet undone,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,So many things yet undone [Living with HIV],
28166-7,Somewhat disconnected,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Somewhat disconnected [Living with HIV],
28167-5,Stay at home and receive treatment,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Stay at home and receive treatment [Living with HIV],
28168-3,Take time for important things,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Take time for important things [Living with HIV],
28169-1,Use time wisely,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Use time wisely [Living with HIV],
28170-9,Want to die at home,Find,Pt,^Patient,Ord,Reported.living-HIV,SURVEY.NURSE.LIV-HIV,Want to die at home [Living with HIV],
28171-7,Knowledge deficit of safety precautions,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Knowledge deficit of safety precautions [CCC],
28172-5,Knowledge deficit of therapeutic regimen,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Knowledge deficit of therapeutic regimen [CCC],
28173-3,Meaningfulness alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Meaningfulness alteration [CCC],
28174-1,Medication risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Medication risk [CCC],
28175-8,Musculoskeletal alteration,Find,Pt,Musculoskeletal system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Musculoskeletal alteration [CCC],
28176-6,Noncompliance,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Noncompliance [CCC],
28177-4,Noncompliance with diagnostic test,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Noncompliance with diagnostic test [CCC],
28178-2,Noncompliance with dietary regimen,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Noncompliance with dietary regimen [CCC],
28179-0,Noncompliance with safety precautions,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Noncompliance with safety precautions [CCC],
28180-8,Noncompliance with therapeutic regimen,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Noncompliance with therapeutic regimen [CCC],
28181-6,Nutrition alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Nutrition alteration [CCC],
28182-4,Olfactory alteration,Find,Pt,Neurologic system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Olfactory alteration [CCC],
28183-2,Oral mucous membranes impairment,Find,Pt,Mouth & Throat,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Oral mucous membranes impairment [CCC],
28184-0,Parental role conflict,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Parental role conflict [CCC],
28185-7,Parenting alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Parenting alteration [CCC],
28186-5,Perceived constipation,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Perceived constipation [CCC],
28187-3,Peripheral alteration,Find,Pt,Skin,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Peripheral alteration [CCC],
28188-1,Personal identity disturbance,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Personal identity disturbance [CCC],
28189-9,Physical mobility impairment,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Physical mobility impairment [CCC],
28190-7,Physical regulation alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Physical regulation alteration [CCC],
28191-5,Poisoning risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Poisoning risk [CCC],
28192-3,Polypharmacy,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Polypharmacy [CCC],
28193-1,Post-trauma response,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Post-trauma response [CCC],
28194-9,Powerlessness,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Powerlessness [CCC],
28196-4,Rape trauma syndrome,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Rape trauma syndrome [CCC],
28197-2,Reflex urinary incontinence,Find,Pt,Genitourinary system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Reflex urinary incontinence [CCC],
28198-0,Renal alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Renal alteration [CCC],
28199-8,Respiration alteration,Find,Pt,Respiratory system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Respiration alteration [CCC],
28200-4,Role performance alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Role performance alteration [CCC],
28201-2,Self-care deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Self-care deficit [CCC],
28202-0,Self-concept alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Self-concept alteration [CCC],
28203-8,Sensory perceptual alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Sensory perceptual alteration [CCC],
28204-6,Sexual dysfunction,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Sexual dysfunction [CCC],
28205-3,Sexuality patterns alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Sexuality patterns alteration [CCC],
28206-1,Situational self-esteem disturbance,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Situational self-esteem disturbance [CCC],
28207-9,Skin incision,Find,Pt,Skin,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Skin incision [CCC],
28208-7,Skin integrity impairment,Find,Pt,Skin,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Skin integrity impairment [CCC],
28209-5,Skin integrity impairment risk,Find,Pt,Skin,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Skin integrity impairment risk [CCC],
28210-3,Sleep pattern disturbance,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Sleep pattern disturbance [CCC],
28211-1,Social interaction alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Social interaction alteration [CCC],
28212-9,Social isolation,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Social isolation [CCC],
28213-7,Spiritual distress,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Spiritual distress [CCC],
28214-5,Spiritual state alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Spiritual state alteration [CCC],
28215-2,Stress urinary incontinence,Find,Pt,Genitourinary system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Stress urinary incontinence [CCC],
28216-0,Suffocation risk,Find,Pt,Respiratory system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Suffocation risk [CCC],
28217-8,Sanitation.behavior,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Sanitation Behavior Family [OMAHA],
28218-6,Sanitation.knowledge,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Sanitation Knowledge Family [OMAHA],
28219-4,Sanitation.status,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Sanitation Status Family [OMAHA],
28220-2,Residence.behavior,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Residence Behavior Family [OMAHA],
28221-0,Residence.knowledge,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Residence Knowledge Family [OMAHA],
28222-8,Residence.status,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Residence Status Family [OMAHA],
28223-6,Neighborhood &or workplace safety.behavior,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Neighborhood/workplace safety.behavior Family [OMAHA],
28224-4,Neighborhood &or workplace safety.knowledge,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Neighborhood/workplace safety..knowledge Family [OMAHA],
28225-1,Neighborhood &or workplace safety.status,Find,Pt,^Family,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Neighborhood/workplace safety.status Family [OMAHA],
28226-9,Swallowing impairment,Find,Pt,Gastrointestinal system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Swallowing impairment [CCC],
28227-7,Tactile alteration,Find,Pt,Neurologic system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Tactile alteration [CCC],
28228-5,Thermoregulation impairment,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Thermoregulation impairment [CCC],
28229-3,Thought process alteration,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Thought process alteration [CCC],
28230-1,Tissue perfusion alteration,Find,Pt,Cardiovascular system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Tissue perfusion alteration [CCC],
28231-9,Toileting deficit,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Toileting deficit [CCC],
28233-5,Trauma risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Trauma risk [CCC],
28234-3,Unilateral neglect,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Unilateral neglect [CCC],
28235-0,Constipation,Find,Pt,Gastrointestinal system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Constipation [CCC],
28236-8,Pain,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Pain [CCC],
28237-6,Urge urinary incontinence,Find,Pt,Genitourinary system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Urge urinary incontinence [CCC],
28238-4,Urinary elimination alteration,Find,Pt,Genitourinary system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Urinary elimination alteration [CCC],
28239-2,Urinary retention,Find,Pt,Genitourinary system,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Urinary retention [CCC],
28240-0,Verbal impairment,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Verbal impairment [CCC],
28241-8,Violence risk,Find,Pt,^Patient,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Violence risk [CCC],
28242-6,Visual alteration,Find,Pt,Eye,Ord,Observed.CCC,SURVEY.NURSE.HHCC,Visual alteration [CCC],
28243-4,Abuse.behavior,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Abuse Behavior [OMAHA],
28244-2,Abuse.knowledge,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Abuse Knowledge [OMAHA],
28245-9,Abuse.status,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Abuse Status [OMAHA],
28246-7,Antepartum &or postpartum.behavior,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Antepartum/postpartum.behavior [OMAHA],
28247-5,Antepartum &or postpartum.status,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Antepartum/postpartum.status [OMAHA],
28248-3,Bowel function.behavior,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Bowel Function Behavior [OMAHA],
28249-1,Bowel function.knowledge,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Bowel Function Knowledge [OMAHA],
28250-9,Bowel function.status,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Bowel Function Status [OMAHA],
28251-7,Caretaking &or parenting.behavior,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Caretaking/parenting.behavior [OMAHA],
28252-5,Caretaking &or parenting.knowledge,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Caretaking/parenting.knowledge [OMAHA],
28253-3,Caretaking &or parenting.status,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Caretaking/parenting.status [OMAHA],
28254-1,Circulation.behavior,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Circulation Behavior [OMAHA],
28255-8,Circulation.knowledge,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Circulation Knowledge [OMAHA],
28256-6,Circulation.status,Find,Pt,^Patient,Ord,Observed.OMAHA,SURVEY.NURSE.OMAHA,Circulation Status [OMAHA],
